"DMF_SON_1E-4.spc"
"Wavelength nm."	"Abs."
666.00	0.004498
666.50	0.004503
667.00	0.004539
667.50	0.004584
668.00	0.004607
668.50	0.004565
669.00	0.004616
669.50	0.004559
670.00	0.004521
670.50	0.004447
671.00	0.004442
671.50	0.004443
672.00	0.004481
672.50	0.004411
673.00	0.004413
673.50	0.004470
674.00	0.004507
674.50	0.004590
675.00	0.004639
675.50	0.004670
676.00	0.004640
676.50	0.004573
677.00	0.004448
677.50	0.004341
678.00	0.004348
678.50	0.004342
679.00	0.004387
679.50	0.004374
680.00	0.004545
680.50	0.004483
681.00	0.004450
681.50	0.004306
682.00	0.004312
682.50	0.004288
683.00	0.004351
683.50	0.004409
684.00	0.004449
684.50	0.004429
685.00	0.004377
685.50	0.004342
686.00	0.004228
686.50	0.004259
687.00	0.004221
687.50	0.004209
688.00	0.004198
688.50	0.004316
689.00	0.004329
689.50	0.004407
690.00	0.004350
690.50	0.004369
691.00	0.004283
691.50	0.004256
692.00	0.004248
692.50	0.004247
693.00	0.004187
693.50	0.004217
694.00	0.004182
694.50	0.004193
695.00	0.004245
695.50	0.004270
696.00	0.004251
696.50	0.004245
697.00	0.004112
697.50	0.004016
698.00	0.003971
698.50	0.003974
699.00	0.004021
699.50	0.004031
700.00	0.004112
700.50	0.004118
701.00	0.004101
701.50	0.004039
702.00	0.004022
702.50	0.003981
703.00	0.004026
703.50	0.004075
704.00	0.004101
704.50	0.004171
705.00	0.004164
705.50	0.004091
706.00	0.004005
706.50	0.004038
707.00	0.004065
707.50	0.004079
708.00	0.004117
708.50	0.004063
709.00	0.003985
709.50	0.003931
710.00	0.003818
710.50	0.003699
711.00	0.003703
711.50	0.003757
712.00	0.003718
712.50	0.003782
713.00	0.003900
713.50	0.003839
714.00	0.003734
714.50	0.003625
715.00	0.003585
715.50	0.003498
716.00	0.003547
716.50	0.003470
717.00	0.003539
717.50	0.003549
718.00	0.003506
718.50	0.003609
719.00	0.003673
719.50	0.003668
720.00	0.003658
720.50	0.003692
721.00	0.003623
721.50	0.003629
722.00	0.003636
722.50	0.003611
723.00	0.003578
723.50	0.003549
724.00	0.003464
724.50	0.003413
725.00	0.003390
725.50	0.003380
726.00	0.003322
726.50	0.003386
727.00	0.003354
727.50	0.003310
728.00	0.003260
728.50	0.003226
729.00	0.003196
729.50	0.003192
730.00	0.003167
730.50	0.003249
731.00	0.003242
731.50	0.003211
732.00	0.003122
732.50	0.003157
733.00	0.003103
