"NMI_SON_1E-5.spc"
"Wavelength nm."	"Abs."
642.00	0.000141
642.50	0.000114
643.00	0.000131
643.50	0.000165
644.00	0.000158
644.50	0.000179
645.00	0.000127
645.50	0.000115
646.00	0.000084
646.50	0.000017
647.00	-0.000009
647.50	0.000077
648.00	0.000109
648.50	0.000092
649.00	0.000124
649.50	0.000155
650.00	0.000158
650.50	0.000184
651.00	0.000225
651.50	0.000265
652.00	0.000235
652.50	0.000318
653.00	0.000253
653.50	0.000151
654.00	0.000031
654.50	-0.000033
655.00	-0.000228
655.50	-0.000215
656.00	-0.000157
656.50	-0.000146
657.00	-0.000092
657.50	-0.000057
658.00	-0.000062
658.50	-0.000068
659.00	-0.000039
659.50	0.000007
660.00	0.000031
660.50	0.000051
661.00	-0.000011
661.50	0.000019
662.00	-0.000019
662.50	-0.000064
663.00	-0.000099
663.50	0.000052
664.00	0.000043
664.50	0.000001
665.00	0.000003
665.50	0.000017
666.00	-0.000072
666.50	-0.000049
667.00	-0.000032
667.50	0.000030
668.00	-0.000020
668.50	0.000001
669.00	0.000004
669.50	0.000010
670.00	0.000023
670.50	0.000075
671.00	0.000080
671.50	0.000088
672.00	0.000100
672.50	0.000062
673.00	0.000046
673.50	0.000014
674.00	-0.000037
674.50	-0.000006
675.00	0.000010
675.50	0.000051
676.00	0.000088
676.50	0.000097
677.00	0.000092
677.50	0.000035
678.00	0.000020
678.50	-0.000020
679.00	0.000020
679.50	-0.000020
680.00	-0.000022
680.50	-0.000070
681.00	-0.000001
681.50	-0.000057
682.00	-0.000084
682.50	-0.000055
683.00	-0.000060
683.50	-0.000054
684.00	-0.000005
684.50	0.000091
685.00	0.000070
685.50	0.000047
686.00	-0.000045
686.50	-0.000012
687.00	-0.000001
687.50	0.000031
688.00	0.000042
688.50	0.000074
689.00	0.000009
689.50	-0.000053
690.00	-0.000074
690.50	0.000002
691.00	0.000017
691.50	-0.000023
692.00	-0.000022
692.50	0.000023
693.00	0.000012
693.50	-0.000002
694.00	0.000044
694.50	0.000013
695.00	-0.000071
695.50	-0.000095
696.00	-0.000076
696.50	-0.000079
697.00	-0.000094
697.50	0.000027
698.00	0.000041
698.50	0.000034
699.00	0.000032
699.50	0.000064
700.00	0.000012
700.50	-0.000005
701.00	0.000059
701.50	0.000055
702.00	0.000060
702.50	0.000077
703.00	0.000033
703.50	-0.000083
704.00	-0.000137
704.50	-0.000171
705.00	-0.000185
705.50	-0.000219
706.00	-0.000157
706.50	-0.000060
707.00	-0.000071
707.50	-0.000165
708.00	-0.000132
708.50	-0.000179
709.00	-0.000261
709.50	-0.000159
710.00	-0.000033
710.50	-0.000002
711.00	0.000058
711.50	0.000084
712.00	-0.000002
712.50	-0.000012
713.00	-0.000046
713.50	-0.000033
714.00	-0.000023
714.50	-0.000014
715.00	-0.000045
715.50	-0.000054
716.00	-0.000193
716.50	-0.000254
717.00	-0.000295
717.50	-0.000302
718.00	-0.000293
718.50	-0.000200
719.00	-0.000132
719.50	-0.000070
720.00	-0.000024
720.50	-0.000070
721.00	-0.000070
721.50	-0.000071
722.00	-0.000102
722.50	-0.000168
723.00	-0.000051
723.50	-0.000047
724.00	0.000000
724.50	0.000042
725.00	0.000118
725.50	0.000088
726.00	0.000070
726.50	-0.000034
727.00	-0.000029
727.50	-0.000051
728.00	-0.000077
728.50	-0.000069
729.00	-0.000000
729.50	0.000026
730.00	0.000024
730.50	-0.000009
731.00	0.000058
731.50	0.000095
732.00	-0.000005
732.50	0.000046
733.00	0.000104
733.50	0.000074
734.00	0.000109
734.50	0.000163
735.00	0.000128
735.50	0.000014
736.00	-0.000113
736.50	-0.000148
737.00	-0.000085
737.50	-0.000117
738.00	0.000015
738.50	0.000094
739.00	0.000107
739.50	0.000033
740.00	0.000124
740.50	0.000125
741.00	0.000148
741.50	0.000025
742.00	0.000046
742.50	-0.000023
743.00	-0.000042
743.50	-0.000088
744.00	-0.000005
744.50	0.000009
745.00	0.000053
745.50	0.000053
746.00	0.000058
746.50	-0.000060
747.00	-0.000108
747.50	-0.000185
748.00	-0.000168
748.50	-0.000183
749.00	-0.000070
749.50	-0.000128
750.00	-0.000140
750.50	-0.000190
751.00	-0.000122
751.50	-0.000112
752.00	0.000004
752.50	0.000013
753.00	-0.000026
753.50	-0.000072
754.00	-0.000095
754.50	-0.000151
755.00	-0.000169
755.50	-0.000155
756.00	-0.000113
756.50	-0.000121
757.00	-0.000141
757.50	-0.000052
758.00	0.000019
758.50	0.000061
759.00	0.000111
759.50	0.000196
760.00	0.000163
760.50	0.000124
761.00	0.000168
761.50	0.000140
762.00	0.000096
762.50	0.000068
763.00	0.000130
763.50	0.000058
764.00	0.000035
764.50	0.000065
765.00	0.000153
765.50	0.000101
766.00	0.000063
766.50	0.000032
767.00	-0.000072
767.50	-0.000205
768.00	-0.000238
768.50	-0.000272
769.00	-0.000251
769.50	-0.000147
770.00	-0.000089
770.50	-0.000016
771.00	0.000055
771.50	0.000106
772.00	0.000127
772.50	0.000274
773.00	0.000222
773.50	0.000200
774.00	0.000095
774.50	0.000060
775.00	-0.000157
775.50	-0.000111
776.00	-0.000098
776.50	0.000008
777.00	0.000031
777.50	0.000128
778.00	0.000085
778.50	0.000079
779.00	0.000007
779.50	-0.000073
780.00	0.000003
780.50	0.000103
781.00	0.000111
781.50	0.000132
782.00	0.000164
782.50	0.000076
783.00	-0.000060
783.50	-0.000018
784.00	0.000049
784.50	0.000087
785.00	0.000062
785.50	0.000141
786.00	0.000065
786.50	0.000105
787.00	0.000058
787.50	0.000036
788.00	0.000053
788.50	0.000028
789.00	-0.000166
789.50	-0.000177
790.00	-0.000156
790.50	-0.000275
791.00	-0.000125
791.50	0.000029
792.00	0.000062
792.50	0.000007
793.00	0.000081
793.50	-0.000035
794.00	-0.000071
794.50	-0.000020
795.00	0.000159
795.50	0.000134
796.00	0.000060
796.50	-0.000068
797.00	-0.000042
797.50	-0.000115
798.00	-0.000019
798.50	0.000096
799.00	0.000194
799.50	0.000088
800.00	0.000025
