"IPROH_1E-3.spc"
"Wavelength nm."	"Abs."
759.50	0.012252
760.00	0.012204
760.50	0.012203
761.00	0.012138
761.50	0.012088
762.00	0.012150
762.50	0.012032
763.00	0.011914
763.50	0.011849
764.00	0.011721
764.50	0.011619
765.00	0.011571
765.50	0.011467
766.00	0.011521
766.50	0.011488
767.00	0.011406
767.50	0.011446
768.00	0.011432
768.50	0.011222
769.00	0.011143
769.50	0.011105
770.00	0.011012
770.50	0.011012
771.00	0.011069
771.50	0.011097
772.00	0.011030
772.50	0.011024
773.00	0.011041
773.50	0.010917
774.00	0.010904
774.50	0.010981
775.00	0.010834
775.50	0.010767
776.00	0.010758
776.50	0.010667
777.00	0.010461
777.50	0.010528
778.00	0.010417
778.50	0.010385
779.00	0.010267
779.50	0.010422
780.00	0.010365
780.50	0.010341
781.00	0.010329
781.50	0.010317
782.00	0.010112
782.50	0.010123
783.00	0.010085
783.50	0.009996
784.00	0.009908
784.50	0.009948
785.00	0.009779
785.50	0.009715
786.00	0.009669
786.50	0.009697
787.00	0.009660
787.50	0.009618
788.00	0.009674
788.50	0.009636
789.00	0.009618
789.50	0.009574
790.00	0.009661
790.50	0.009578
791.00	0.009544
791.50	0.009378
792.00	0.009277
792.50	0.009231
793.00	0.009152
793.50	0.009157
794.00	0.009276
794.50	0.009256
795.00	0.009245
795.50	0.009286
796.00	0.009241
796.50	0.009008
797.00	0.008997
797.50	0.008816
798.00	0.008714
798.50	0.008670
799.00	0.008760
799.50	0.008733
800.00	0.008774
