"IPROH_1E-3_2.spc"
"Wavelength nm."	"Abs."
737.50	0.016815
738.00	0.016688
738.50	0.016564
739.00	0.016479
739.50	0.016520
740.00	0.016512
740.50	0.016481
741.00	0.016476
741.50	0.016369
742.00	0.016248
742.50	0.016102
743.00	0.016042
743.50	0.016013
744.00	0.016039
744.50	0.015950
745.00	0.015867
745.50	0.015897
746.00	0.015897
746.50	0.015860
747.00	0.015847
747.50	0.015829
748.00	0.015659
748.50	0.015489
749.00	0.015386
749.50	0.015352
750.00	0.015272
750.50	0.015177
751.00	0.015196
751.50	0.015167
752.00	0.015128
752.50	0.015056
753.00	0.015101
753.50	0.015001
754.00	0.014876
754.50	0.014772
755.00	0.014746
755.50	0.014552
756.00	0.014488
756.50	0.014483
757.00	0.014417
757.50	0.014483
758.00	0.014562
758.50	0.014542
759.00	0.014520
759.50	0.014447
760.00	0.014276
760.50	0.014200
761.00	0.014142
761.50	0.014033
762.00	0.014014
762.50	0.013965
763.00	0.013991
763.50	0.013917
764.00	0.013957
764.50	0.013940
765.00	0.013925
765.50	0.013726
766.00	0.013652
766.50	0.013595
767.00	0.013539
767.50	0.013469
768.00	0.013406
768.50	0.013312
769.00	0.013179
769.50	0.013106
770.00	0.013025
770.50	0.013112
771.00	0.013184
771.50	0.013165
772.00	0.013035
772.50	0.012966
773.00	0.012852
773.50	0.012694
774.00	0.012658
774.50	0.012780
775.00	0.012820
775.50	0.012783
776.00	0.012719
776.50	0.012668
777.00	0.012495
777.50	0.012434
778.00	0.012357
778.50	0.012370
779.00	0.012280
779.50	0.012391
780.00	0.012461
780.50	0.012368
781.00	0.012303
781.50	0.012251
782.00	0.012068
782.50	0.011946
783.00	0.012044
783.50	0.012079
784.00	0.012093
784.50	0.012094
785.00	0.011894
785.50	0.011795
786.00	0.011705
786.50	0.011596
787.00	0.011483
787.50	0.011593
788.00	0.011577
788.50	0.011561
789.00	0.011598
789.50	0.011712
790.00	0.011602
790.50	0.011448
791.00	0.011377
791.50	0.011217
792.00	0.011099
792.50	0.011140
793.00	0.011193
793.50	0.011187
794.00	0.011258
794.50	0.011192
795.00	0.011107
795.50	0.011125
796.00	0.010958
796.50	0.010753
797.00	0.010690
797.50	0.010507
798.00	0.010485
798.50	0.010511
799.00	0.010589
799.50	0.010556
800.00	0.010632
